ID,Camion ID,Départ,Arrivée,distance_km,Marchandise,marchandise_code,Poids (kg),Volume (m³),Capacité poids max(kg),Capacité volume max(m³),Type camion,type_camion_detail,vehicule_code,taux_remplissage,densite_ratio,charge_x_distance,route_code,heure_debut,heure_fin,duree_h,jour_semaine,mois,est_weekend,heure_sin,heure_cos,consommation_L,coef_dynamique
2294,40,Rabat,Casablanca,87.0,Métal,2,24709,84.68,26000,90,Semi-remorque,Camionnette,0,0.9503461538461538,291.7926310817194,82.68011538461539,3,9,15,6,3,4,0,0.7071067811865476,-0.7071067811865475,11.58,1.2100313479623823
2295,18,Fes,Marrakech,533.0,Métal,2,24322,83.1,26000,90,Semi-remorque,Porteur,1,0.9354615384615385,292.6835138387485,498.601,0,8,15,7,2,5,0,0.8660254037844387,-0.4999999999999998,142.44,1.2147364830291658
2297,14,Fes,Agadir,716.0,Électronique,0,1330,11.08,1500,14,Camionnette,Porteur,1,0.8866666666666667,120.03610108303249,634.8533333333334,0,8,12,4,1,5,0,0.8660254037844387,-0.4999999999999998,210.9,1.3388776028440832
2298,8,Agadir,Casablanca,508.0,Textile,1,5477,31.76,9000,50,Porteur,Semi-remorque,3,0.6352,172.44962216624685,322.6816,0,12,19,7,6,5,1,1.2246467991473532e-16,-1.0,212.97,1.1978065241844769
2299,3,Rabat,Marrakech,325.0,Métal,2,24594,83.32,26000,90,Semi-remorque,Semi-remorque,3,0.945923076923077,295.17522803648586,307.425,1,6,10,4,3,5,0,1.0,6.123233995736766e-17,138.16,1.2145934065934065
2300,4,Marrakech,Agadir,253.0,Textile,1,8208,47.98,9000,50,Porteur,Semi-remorque,3,0.9595999999999999,171.07127969987496,242.77879999999996,1,11,15,4,6,4,1,0.258819045102521,-0.9659258262890682,114.38,1.291699604743083
2301,14,Rabat,Casablanca,87.0,Métal,2,25122,87.39,26000,90,Semi-remorque,Porteur,1,0.971,287.4699622382424,84.477,3,7,11,4,3,4,0,0.9659258262890683,-0.25881904510252063,23.31,1.2178683385579936
2302,1,Marrakech,Fes,533.0,Métal,2,25752,86.04,26000,90,Semi-remorque,Semi-remorque,3,0.9904615384615385,299.302649930265,527.916,0,6,11,5,2,4,0,1.0,6.123233995736766e-17,249.12,1.3354060573572768
2304,47,Casablanca,Tanger,340.0,Métal,2,25350,84.39,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.975,300.39104159260575,331.5,1,7,10,3,0,4,0,0.9659258262890683,-0.25881904510252063,127.08,1.3348739495798319
2305,48,Marrakech,Agadir,253.0,Textile,1,6491,49.79,9000,50,Porteur,Camionnette,0,0.9958,130.3675436834706,251.9374,1,12,17,5,2,5,0,1.2246467991473532e-16,-1.0,34.53,1.2407473948975927
2306,33,Casablanca,Marrakech,243.0,Électronique,0,1334,11.19,1500,14,Camionnette,Camionnette,0,0.8893333333333333,119.2135835567471,216.108,1,12,17,5,5,5,1,1.2246467991473532e-16,-1.0,33.55,1.2551440329218106
2307,33,Agadir,Marrakech,253.0,Textile,1,7506,36.38,9000,50,Porteur,Camionnette,0,0.834,206.3221550302364,211.00199999999998,1,7,13,6,5,5,1,0.9659258262890683,-0.25881904510252063,30.46,1.094502335609055
2308,19,Agadir,Marrakech,253.0,Électronique,0,1324,12.57,1500,14,Camionnette,Porteur,1,0.8978571428571429,105.33015115354017,227.15785714285715,1,9,15,6,5,4,1,0.7071067811865476,-0.7071067811865475,63.55,1.1417535034135824
2309,48,Tanger,Fes,317.0,Métal,2,24463,82.41,26000,90,Semi-remorque,Camionnette,0,0.9408846153846154,296.84504307729645,298.2604230769231,1,9,12,3,3,4,0,0.7071067811865476,-0.7071067811865475,39.99,1.1468310868941785
2310,23,Fes,Marrakech,533.0,Métal,2,24092,80.53,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9266153846153846,299.1680119210232,493.886,0,9,17,8,0,4,0,0.7071067811865476,-0.7071067811865475,194.66,1.3043419994639507
2311,34,Rabat,Marrakech,325.0,Métal,2,24882,87.29,26000,90,Semi-remorque,Camionnette,0,0.9698888888888889,285.0498338870432,315.2138888888889,1,7,14,7,3,5,0,0.9659258262890683,-0.25881904510252063,49.04,1.3717482517482518
2312,36,Marrakech,Casablanca,243.0,Métal,2,24012,87.47,26000,90,Semi-remorque,Camionnette,0,0.9718888888888889,274.51697724934263,236.169,1,8,10,2,2,4,0,0.8660254037844387,-0.4999999999999998,37.67,1.4092779648335205
2313,35,Rabat,Agadir,566.0,Textile,1,5241,44.79,9000,50,Porteur,Camionnette,0,0.8957999999999999,117.01272605492298,507.02279999999996,0,7,13,6,4,5,0,0.9659258262890683,-0.25881904510252063,79.12,1.2707998715065854
2314,1,Agadir,Fes,716.0,Textile,1,6747,40.62,9000,50,Porteur,Semi-remorque,3,0.8123999999999999,166.10044313146236,581.6783999999999,0,6,14,8,3,4,0,1.0,6.123233995736766e-17,310.56,1.23926576217079
2315,28,Agadir,Casablanca,508.0,Textile,1,6647,43.28,9000,50,Porteur,Porteur 19T Frigo,2,0.8656,153.58133086876154,439.7248,0,6,9,3,5,5,1,1.0,6.123233995736766e-17,162.04,1.139201349831271
2316,21,Fes,Tanger,317.0,Électronique,0,1495,9.98,1500,14,Camionnette,Porteur 19T Frigo,2,0.9966666666666667,149.79959919839678,315.9433333333333,1,12,14,2,3,5,0,1.2246467991473532e-16,-1.0,112.63,1.2689274447949526
2317,6,Rabat,Casablanca,87.0,Métal,2,24204,87.76,26000,90,Semi-remorque,Semi-remorque,3,0.9751111111111112,275.79762989972653,84.83466666666666,3,12,17,5,4,5,0,1.2246467991473532e-16,-1.0,36.08,1.1848932676518884
2321,39,Fes,Rabat,198.0,Métal,2,24102,85.3,26000,90,Semi-remorque,Camionnette,0,0.9477777777777777,282.5556858147714,187.66,1,11,14,3,6,4,1,0.258819045102521,-0.9659258262890682,25.94,1.1910009182736456
2322,13,Agadir,Casablanca,508.0,Métal,2,24289,88.19,26000,90,Semi-remorque,Porteur,1,0.9798888888888888,275.4167139131421,497.7835555555555,0,6,11,5,3,4,0,1.0,6.123233995736766e-17,137.73,1.2323729420186111
2324,32,Rabat,Tanger,271.0,Textile,1,6359,33.59,9000,50,Porteur,Camionnette,0,0.7065555555555556,189.31229532598985,191.47655555555556,1,7,15,8,4,4,0,0.9659258262890683,-0.25881904510252063,34.08,1.1432405233143241
2325,38,Rabat,Marrakech,325.0,Métal,2,24199,81.39,26000,90,Semi-remorque,Camionnette,0,0.9307307692307693,297.32153827251506,302.4875,1,11,13,2,2,5,0,0.258819045102521,-0.9659258262890682,38.83,1.086153846153846
2326,15,Tanger,Agadir,800.0,Textile,1,8104,48.94,9000,50,Porteur,Porteur,1,0.9788,165.59051900286065,783.04,0,8,13,5,6,4,1,0.8660254037844387,-0.4999999999999998,228.9,1.3005681818181818
2327,15,Agadir,Casablanca,508.0,Textile,1,8309,30.32,9000,50,Porteur,Porteur,1,0.9232222222222223,274.04353562005275,468.9968888888889,0,10,17,7,5,4,1,0.49999999999999994,-0.8660254037844387,128.7,1.1515748031496063
2328,7,Casablanca,Marrakech,243.0,Électronique,0,1251,13.39,1500,14,Camionnette,Semi-remorque,3,0.9564285714285715,93.42793129200896,232.41214285714287,1,6,10,4,6,5,1,1.0,6.123233995736766e-17,106.9,1.256907701352146
2330,38,Rabat,Fes,198.0,Métal,2,25320,89.36,26000,90,Semi-remorque,Camionnette,0,0.9928888888888889,283.34825425246197,196.592,1,8,13,5,0,5,0,0.8660254037844387,-0.4999999999999998,30.57,1.4035812672176309
2331,49,Fes,Agadir,716.0,Métal,2,24400,81.16,26000,90,Semi-remorque,Semi-remorque,3,0.9384615384615385,300.64070970921637,671.9384615384615,0,12,19,7,2,5,0,1.2246467991473532e-16,-1.0,292.33,1.1665203511572226
2332,26,Rabat,Tanger,271.0,Électronique,0,1210,11.42,1500,14,Camionnette,Porteur 19T Frigo,2,0.8157142857142857,105.95446584938703,221.05857142857144,1,12,18,6,3,5,0,1.2246467991473532e-16,-1.0,81.53,1.0744596731681604
2334,48,Marrakech,Casablanca,243.0,Métal,2,24428,84.92,26000,90,Semi-remorque,Camionnette,0,0.9435555555555556,287.6589731512011,229.28400000000002,1,6,13,7,2,5,0,1.0,6.123233995736766e-17,32.47,1.2147399925177702
2337,40,Marrakech,Fes,533.0,Textile,1,5227,45.65,9000,50,Porteur,Camionnette,0,0.9129999999999999,114.50164293537787,486.62899999999996,0,11,14,3,5,5,1,0.258819045102521,-0.9659258262890682,76.77,1.3093979191540166
2338,37,Agadir,Casablanca,508.0,Électronique,0,1470,11.87,1500,14,Camionnette,Camionnette,0,0.98,123.84161752316766,497.84,0,6,14,8,5,4,1,1.0,6.123233995736766e-17,77.75,1.3913743736578381
2339,2,Tanger,Agadir,800.0,Textile,1,5559,45.13,9000,50,Porteur,Semi-remorque,3,0.9026000000000001,123.17748725902946,722.08,0,8,13,5,4,4,0,0.8660254037844387,-0.4999999999999998,317.86,1.1352142857142857
2340,32,Tanger,Agadir,800.0,Textile,1,5698,31.49,9000,50,Porteur,Camionnette,0,0.6331111111111111,180.94633216894252,506.4888888888889,0,8,10,2,4,5,0,0.8660254037844387,-0.4999999999999998,104.97,1.1928409090909091
2341,31,Tanger,Fes,317.0,Métal,2,24375,86.44,26000,90,Semi-remorque,Camionnette,0,0.9604444444444444,281.9875057843591,304.46088888888886,1,6,12,6,1,5,0,1.0,6.123233995736766e-17,42.04,1.2056208775451678
2342,47,Casablanca,Tanger,340.0,Métal,2,24149,86.03,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9558888888888889,280.7044054399628,325.0022222222222,1,7,14,7,2,4,0,0.9659258262890683,-0.25881904510252063,123.06,1.2926470588235295
2343,17,Rabat,Casablanca,87.0,Électronique,0,1262,11.47,1500,14,Camionnette,Porteur,1,0.8413333333333334,110.02615518744551,73.196,3,12,16,4,3,4,0,1.2246467991473532e-16,-1.0,26.84,1.4022988505747125
2344,37,Rabat,Fes,198.0,Électronique,0,1390,8.19,1500,14,Camionnette,Camionnette,0,0.9266666666666666,169.71916971916974,183.48,1,12,16,4,4,4,0,1.2246467991473532e-16,-1.0,24.41,1.120752984389348
2345,34,Tanger,Agadir,800.0,Textile,1,7413,37.1,9000,50,Porteur,Camionnette,0,0.8236666666666667,199.81132075471697,658.9333333333333,0,7,9,2,6,4,1,0.9659258262890683,-0.25881904510252063,107.74,1.2243181818181819
2346,24,Tanger,Rabat,271.0,Métal,2,24542,88.06,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9784444444444444,278.69634340222575,265.15844444444446,1,8,11,3,3,4,0,0.8660254037844387,-0.4999999999999998,101.95,1.3435687928307856
2347,27,Fes,Marrakech,533.0,Textile,1,8721,46.07,9000,50,Porteur,Porteur 19T Frigo,2,0.969,189.29889298892988,516.477,0,10,16,6,2,4,0,0.49999999999999994,-0.8660254037844387,207.34,1.3893058161350844
2348,11,Agadir,Casablanca,508.0,Métal,2,24220,80.46,26000,90,Semi-remorque,Porteur,1,0.9315384615384615,301.01913994531446,473.22153846153844,0,8,12,4,3,4,0,0.8660254037844387,-0.4999999999999998,138.6,1.2401574803149604
2349,44,Agadir,Tanger,800.0,Métal,2,24491,82.72,26000,90,Semi-remorque,Camionnette,0,0.9419615384615385,296.071083172147,753.5692307692308,0,6,10,4,3,4,0,1.0,6.123233995736766e-17,110.73,1.2582954545454546
2350,18,Agadir,Marrakech,253.0,Textile,1,6801,36.91,9000,50,Porteur,Porteur,1,0.7556666666666667,184.25900839880794,191.18366666666668,1,8,13,5,4,4,0,0.8660254037844387,-0.4999999999999998,64.62,1.1609773625583903
2351,38,Agadir,Fes,716.0,Métal,2,24371,89.65,26000,90,Semi-remorque,Camionnette,0,0.9961111111111112,271.84606804238706,713.2155555555556,0,6,13,7,6,5,1,1.0,6.123233995736766e-17,99.96,1.2691721686135093
2352,10,Fes,Rabat,198.0,Textile,1,5794,40.7,9000,50,Porteur,Semi-remorque,3,0.8140000000000001,142.35872235872236,161.17200000000003,1,8,10,2,6,4,1,0.8660254037844387,-0.4999999999999998,81.69,1.1787878787878787
2353,50,Rabat,Fes,198.0,Textile,1,8057,33.27,9000,50,Porteur,Porteur,1,0.8952222222222223,242.17012323414485,177.25400000000002,1,10,14,4,5,4,1,0.49999999999999994,-0.8660254037844387,55.3,1.2695133149678604
2354,33,Rabat,Marrakech,325.0,Métal,2,24222,87.67,26000,90,Semi-remorque,Camionnette,0,0.9741111111111111,276.28607277289836,316.5861111111111,1,6,12,6,0,4,0,1.0,6.123233995736766e-17,43.47,1.215944055944056
2355,28,Casablanca,Marrakech,243.0,Textile,1,5282,47.15,9000,50,Porteur,Porteur 19T Frigo,2,0.943,112.0254506892895,229.149,1,11,19,8,3,5,0,0.258819045102521,-0.9659258262890682,90.28,1.3268665490887712
2356,47,Casablanca,Tanger,340.0,Électronique,0,1269,12.39,1500,14,Camionnette,Porteur 19T Frigo,2,0.885,102.42130750605327,300.9,1,11,17,6,6,5,1,0.258819045102521,-0.9659258262890682,121.86,1.2800420168067226
2357,31,Rabat,Casablanca,87.0,Électronique,0,1385,13.23,1500,14,Camionnette,Camionnette,0,0.9450000000000001,104.68631897203325,82.215,3,9,11,2,3,5,0,0.7071067811865476,-0.7071067811865475,12.63,1.3197492163009406
2358,31,Casablanca,Rabat,87.0,Textile,1,8616,34.57,9000,50,Porteur,Camionnette,0,0.9573333333333334,249.23343939832225,83.288,3,7,14,7,3,5,0,0.9659258262890683,-0.25881904510252063,11.82,1.2351097178683386
2359,11,Rabat,Fes,198.0,Électronique,0,1313,8.74,1500,14,Camionnette,Porteur,1,0.8753333333333333,150.22883295194507,173.316,1,9,12,3,6,5,1,0.7071067811865476,-0.7071067811865475,47.44,1.089072543617998
2360,1,Fes,Casablanca,302.0,Électronique,0,1429,11.61,1500,14,Camionnette,Semi-remorque,3,0.9526666666666667,123.08354866494402,287.70533333333333,1,11,14,3,4,4,0,0.258819045102521,-0.9659258262890682,140.78,1.3318826868495743
2361,3,Marrakech,Tanger,574.0,Textile,1,5058,35.78,9000,50,Porteur,Semi-remorque,3,0.7156,141.36389044158747,410.75440000000003,0,9,12,3,2,4,0,0.7071067811865476,-0.7071067811865475,223.97,1.11483325037332
2363,9,Rabat,Fes,198.0,Métal,2,25587,82.5,26000,90,Semi-remorque,Semi-remorque,3,0.9841153846153846,310.1454545454545,194.85484615384615,1,11,19,8,5,5,1,0.258819045102521,-0.9659258262890682,82.96,1.197113997113997
2364,26,Tanger,Fes,317.0,Électronique,0,1492,9.9,1500,14,Camionnette,Porteur 19T Frigo,2,0.9946666666666667,150.7070707070707,315.30933333333337,1,11,14,3,4,5,0,0.258819045102521,-0.9659258262890682,112.21,1.2641955835962144
2366,42,Marrakech,Agadir,253.0,Métal,2,24941,86.22,26000,90,Semi-remorque,Porteur,1,0.9592692307692308,289.27163071213175,242.69511538461538,1,11,17,6,0,4,0,0.258819045102521,-0.9659258262890682,74.7,1.3420768954365794
2367,33,Agadir,Fes,716.0,Textile,1,6404,42.51,9000,50,Porteur,Camionnette,0,0.8502,150.64690661020936,608.7432,0,8,10,2,2,4,0,0.8660254037844387,-0.4999999999999998,83.26,1.0571356018283393
2368,24,Agadir,Casablanca,508.0,Électronique,0,1384,10.86,1500,14,Camionnette,Porteur 19T Frigo,2,0.9226666666666666,127.4401473296501,468.71466666666663,0,10,14,4,3,4,0,0.49999999999999994,-0.8660254037844387,218.41,1.5
2370,43,Fes,Marrakech,533.0,Électronique,0,1403,12.17,1500,14,Camionnette,Porteur 19T Frigo,2,0.9353333333333333,115.2834839769926,498.53266666666667,0,7,11,4,6,5,1,0.9659258262890683,-0.25881904510252063,205.6,1.3776467435004018
2371,25,Tanger,Marrakech,574.0,Métal,2,25032,88.01,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9778888888888889,284.4222247471878,561.3082222222222,0,11,16,5,6,4,1,0.258819045102521,-0.9659258262890682,212.83,1.3242284718765556
2373,18,Casablanca,Tanger,340.0,Électronique,0,1289,12.35,1500,14,Camionnette,Porteur,1,0.8821428571428571,104.37246963562754,299.92857142857144,1,8,12,4,2,5,0,0.8660254037844387,-0.4999999999999998,91.0,1.2165775401069518
2374,24,Marrakech,Fes,533.0,Textile,1,5152,46.7,9000,50,Porteur,Porteur 19T Frigo,2,0.934,110.32119914346895,497.822,0,10,18,8,3,5,0,0.49999999999999994,-0.8660254037844387,196.6,1.3173411953899758
2375,49,Agadir,Rabat,566.0,Métal,2,24191,85.85,26000,90,Semi-remorque,Semi-remorque,3,0.9538888888888888,281.7821782178218,539.901111111111,0,11,16,5,5,5,1,0.258819045102521,-0.9659258262890682,253.01,1.277183240787481
2376,11,Fes,Rabat,198.0,Électronique,0,1437,8.64,1500,14,Camionnette,Porteur,1,0.958,166.31944444444443,189.684,1,12,14,2,4,5,0,1.2246467991473532e-16,-1.0,56.08,1.2874196510560145
2378,20,Casablanca,Fes,302.0,Métal,2,25861,89.57,26000,90,Semi-remorque,Porteur,1,0.9952222222222221,288.7239030925533,300.55711111111106,1,7,11,4,5,4,1,0.9659258262890683,-0.25881904510252063,85.74,1.2904876580373268
2379,44,Marrakech,Casablanca,243.0,Électronique,0,1431,13.16,1500,14,Camionnette,Camionnette,0,0.954,108.73860182370821,231.822,1,8,12,4,2,4,0,0.8660254037844387,-0.4999999999999998,33.28,1.2450430228208007
2380,44,Rabat,Casablanca,87.0,Textile,1,7178,40.84,9000,50,Porteur,Camionnette,0,0.8168000000000001,175.75905974534768,71.06160000000001,3,7,10,3,3,4,0,0.9659258262890683,-0.25881904510252063,11.39,1.1901776384535006
2381,10,Fes,Marrakech,533.0,Textile,1,8313,37.36,9000,50,Porteur,Semi-remorque,3,0.9236666666666666,222.51070663811564,492.3143333333333,0,8,12,4,5,4,1,0.8660254037844387,-0.4999999999999998,227.54,1.219726614848566
2382,19,Rabat,Tanger,271.0,Électronique,0,1454,12.96,1500,14,Camionnette,Porteur,1,0.9693333333333334,112.19135802469135,262.68933333333337,1,7,12,5,6,4,1,0.9659258262890683,-0.25881904510252063,73.2,1.2277759141227778
2383,24,Rabat,Tanger,271.0,Électronique,0,1464,10.73,1500,14,Camionnette,Porteur 19T Frigo,2,0.976,136.4398881640261,264.496,1,9,15,6,1,4,0,0.7071067811865476,-0.7071067811865475,105.86,1.3950975224037956
2384,16,Casablanca,Tanger,340.0,Textile,1,6989,47.48,9000,50,Porteur,Porteur,1,0.9495999999999999,147.1988205560236,322.864,1,7,15,8,4,5,0,0.9659258262890683,-0.25881904510252063,95.85,1.2814171122994653
2385,29,Casablanca,Marrakech,243.0,Textile,1,5930,46.13,9000,50,Porteur,Porteur 19T Frigo,2,0.9226000000000001,128.54975070453068,224.19180000000003,1,9,12,3,1,5,0,0.7071067811865476,-0.7071067811865475,74.73,1.0983245149911816
2386,24,Fes,Marrakech,533.0,Électronique,0,1332,12.3,1500,14,Camionnette,Porteur 19T Frigo,2,0.888,108.29268292682926,473.30400000000003,0,8,16,8,5,5,1,0.8660254037844387,-0.4999999999999998,199.03,1.333623693379791
2388,4,Casablanca,Tanger,340.0,Textile,1,7205,37.43,9000,50,Porteur,Semi-remorque,3,0.8005555555555556,192.4926529521774,272.18888888888887,1,8,14,6,4,4,0,0.8660254037844387,-0.4999999999999998,144.49,1.214201680672269
2389,12,Marrakech,Rabat,325.0,Électronique,0,1346,13.76,1500,14,Camionnette,Porteur,1,0.9828571428571429,97.81976744186046,319.42857142857144,1,12,19,7,3,4,0,1.2246467991473532e-16,-1.0,88.97,1.2443356643356642
2390,1,Fes,Rabat,198.0,Textile,1,7638,44.17,9000,50,Porteur,Semi-remorque,3,0.8834000000000001,172.92279827937514,174.91320000000002,1,9,14,5,3,4,0,0.7071067811865476,-0.7071067811865475,82.63,1.1923520923520923
2391,45,Agadir,Rabat,566.0,Textile,1,5635,35.57,9000,50,Porteur,Semi-remorque,3,0.7114,158.42001686814731,402.6524,0,8,16,8,2,4,0,0.8660254037844387,-0.4999999999999998,249.07,1.257294295810197
2392,21,Casablanca,Fes,302.0,Textile,1,6245,36.0,9000,50,Porteur,Porteur 19T Frigo,2,0.72,173.47222222222223,217.44,1,10,13,3,5,5,1,0.49999999999999994,-0.8660254037844387,110.73,1.3094843897824031
2393,10,Marrakech,Fes,533.0,Métal,2,25376,80.11,26000,90,Semi-remorque,Semi-remorque,3,0.976,316.76444888278616,520.208,0,12,20,8,5,4,1,1.2246467991473532e-16,-1.0,221.31,1.1863307424283034
2394,20,Agadir,Marrakech,253.0,Métal,2,25265,85.93,26000,90,Semi-remorque,Porteur,1,0.9717307692307692,294.0183870592342,245.8478846153846,1,9,12,3,4,4,0,0.7071067811865476,-0.7071067811865475,70.87,1.2732662594322675
2396,49,Marrakech,Tanger,574.0,Électronique,0,1439,11.35,1500,14,Camionnette,Semi-remorque,3,0.9593333333333334,126.784140969163,550.6573333333333,0,7,10,3,0,5,0,0.9659258262890683,-0.25881904510252063,234.56,1.1675460428073667
2397,14,Agadir,Fes,716.0,Métal,2,24959,88.14,26000,90,Semi-remorque,Porteur,1,0.9793333333333334,283.1744951213978,701.2026666666667,0,9,12,3,5,4,1,0.7071067811865476,-0.7071067811865475,179.85,1.1417597765363128
2399,7,Marrakech,Rabat,325.0,Métal,2,24683,89.47,26000,90,Semi-remorque,Semi-remorque,3,0.9941111111111111,275.88018330166534,323.0861111111111,1,10,14,4,4,5,0,0.49999999999999994,-0.8660254037844387,136.68,1.2015824175824177
2401,29,Rabat,Tanger,271.0,Électronique,0,1361,12.61,1500,14,Camionnette,Porteur 19T Frigo,2,0.9073333333333333,107.93021411578113,245.88733333333334,1,11,14,3,3,4,0,0.258819045102521,-0.9659258262890682,102.8,1.3547706905640486
2402,41,Agadir,Casablanca,508.0,Électronique,0,1393,10.2,1500,14,Camionnette,Semi-remorque,3,0.9286666666666666,136.56862745098042,471.76266666666663,0,9,12,3,4,5,0,0.7071067811865476,-0.7071067811865475,231.61,1.3026434195725534
2403,36,Tanger,Agadir,800.0,Textile,1,8286,44.24,9000,50,Porteur,Camionnette,0,0.9206666666666666,187.29656419529837,736.5333333333333,0,10,14,4,3,5,0,0.49999999999999994,-0.8660254037844387,111.59,1.2680681818181818
2404,25,Agadir,Tanger,800.0,Textile,1,5029,41.54,9000,50,Porteur,Porteur 19T Frigo,2,0.8308,121.06403466538276,664.64,0,12,20,8,1,4,0,1.2246467991473532e-16,-1.0,296.41,1.3232589285714287
2405,29,Rabat,Casablanca,87.0,Textile,1,7161,34.51,9000,50,Porteur,Porteur 19T Frigo,2,0.7956666666666666,207.5050709939148,69.223,3,10,12,2,2,5,0,0.49999999999999994,-0.8660254037844387,31.62,1.2980295566502464
2406,14,Rabat,Fes,198.0,Métal,2,24492,89.93,26000,90,Semi-remorque,Porteur,1,0.9992222222222223,272.3451573446013,197.84600000000003,1,9,11,2,4,4,0,0.7071067811865476,-0.7071067811865475,52.35,1.2017906336088153
2407,48,Agadir,Marrakech,253.0,Électronique,0,1492,13.63,1500,14,Camionnette,Camionnette,0,0.9946666666666667,109.46441672780631,251.65066666666667,1,9,17,8,4,4,0,0.7071067811865476,-0.7071067811865475,35.65,1.28099173553719
2408,2,Casablanca,Fes,302.0,Métal,2,25758,83.28,26000,90,Semi-remorque,Semi-remorque,3,0.9906923076923076,309.2939481268011,299.1890769230769,1,12,18,6,6,4,1,1.2246467991473532e-16,-1.0,138.21,1.3075685903500474
2409,12,Fes,Casablanca,302.0,Électronique,0,1486,13.78,1500,14,Camionnette,Porteur,1,0.9906666666666667,107.83744557329463,299.1813333333333,1,12,14,2,4,4,0,1.2246467991473532e-16,-1.0,86.65,1.304184226369657
2410,18,Tanger,Marrakech,574.0,Électronique,0,1389,11.34,1500,14,Camionnette,Porteur,1,0.926,122.4867724867725,531.524,0,7,9,2,2,4,0,0.9659258262890683,-0.25881904510252063,166.61,1.3193696547355085
2411,32,Tanger,Marrakech,574.0,Électronique,0,1287,12.44,1500,14,Camionnette,Camionnette,0,0.8885714285714286,103.45659163987139,510.04,0,10,16,6,6,4,1,0.49999999999999994,-0.8660254037844387,80.45,1.274152676591701
2412,23,Rabat,Marrakech,325.0,Métal,2,25962,80.84,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9985384615384615,321.15289460663035,324.525,1,7,9,2,4,4,0,0.9659258262890683,-0.25881904510252063,121.92,1.3397802197802198
2413,27,Rabat,Fes,198.0,Métal,2,25960,81.48,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9984615384615385,318.60579283259693,197.69538461538463,1,8,14,6,4,4,0,0.8660254037844387,-0.4999999999999998,77.41,1.3962842712842713
2414,28,Casablanca,Rabat,87.0,Textile,1,8205,49.64,9000,50,Porteur,Porteur 19T Frigo,2,0.9928,165.29008863819502,86.3736,3,6,14,8,4,5,0,1.0,6.123233995736766e-17,31.88,1.3087027914614122
2415,23,Rabat,Agadir,566.0,Textile,1,5408,38.29,9000,50,Porteur,Porteur 19T Frigo,2,0.7658,141.2379211282319,433.44280000000003,0,10,18,8,6,5,1,0.49999999999999994,-0.8660254037844387,187.77,1.1848182735991926
2416,42,Tanger,Agadir,800.0,Électronique,0,1311,8.2,1500,14,Camionnette,Porteur,1,0.874,159.87804878048783,699.2,0,8,12,4,4,5,0,0.8660254037844387,-0.4999999999999998,212.36,1.2065909090909093
2417,19,Agadir,Marrakech,253.0,Métal,2,25743,87.49,26000,90,Semi-remorque,Porteur,1,0.9901153846153846,294.2393416390445,250.4991923076923,1,10,15,5,4,5,0,0.49999999999999994,-0.8660254037844387,66.33,1.191699604743083
2418,47,Fes,Rabat,198.0,Textile,1,5771,34.0,9000,50,Porteur,Porteur 19T Frigo,2,0.68,169.73529411764707,134.64000000000001,1,8,13,5,1,4,0,0.8660254037844387,-0.4999999999999998,65.35,1.1787518037518037
2419,27,Fes,Rabat,198.0,Métal,2,24229,89.97,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9996666666666667,269.30087807046795,197.934,1,11,18,7,6,5,1,0.258819045102521,-0.9659258262890682,72.13,1.301046176046176
2420,42,Marrakech,Casablanca,243.0,Métal,2,25174,87.95,26000,90,Semi-remorque,Porteur,1,0.9772222222222222,286.23081296191015,237.465,1,9,11,2,1,5,0,0.7071067811865476,-0.7071067811865475,63.36,1.1851851851851851
2421,42,Rabat,Fes,198.0,Textile,1,7730,35.7,9000,50,Porteur,Porteur,1,0.8588888888888889,216.5266106442577,170.06,1,10,18,8,5,5,1,0.49999999999999994,-0.8660254037844387,51.94,1.192378328741965
2422,30,Tanger,Marrakech,574.0,Textile,1,5404,46.64,9000,50,Porteur,Porteur 19T Frigo,2,0.9328,115.86620926243567,535.4272,0,10,12,2,5,5,1,0.49999999999999994,-0.8660254037844387,184.47,1.1477725236436038
2423,42,Rabat,Marrakech,325.0,Métal,2,24658,81.42,26000,90,Semi-remorque,Porteur,1,0.9483846153846154,302.849422746254,308.225,1,12,18,6,0,4,0,1.2246467991473532e-16,-1.0,89.58,1.2528671328671328
2425,14,Marrakech,Fes,533.0,Métal,2,24792,89.1,26000,90,Semi-remorque,Porteur,1,0.99,278.24915824915826,527.67,0,12,15,3,2,5,0,1.2246467991473532e-16,-1.0,146.29,1.2475695036670644
2426,12,Agadir,Rabat,566.0,Textile,1,6382,46.79,9000,50,Porteur,Porteur,1,0.9358,136.39666595426374,529.6628,0,10,17,7,4,5,0,0.49999999999999994,-0.8660254037844387,146.12,1.1734661098618697
2427,29,Marrakech,Fes,533.0,Textile,1,7578,35.4,9000,50,Porteur,Porteur 19T Frigo,2,0.842,214.0677966101695,448.786,0,11,18,7,5,5,1,0.258819045102521,-0.9659258262890682,197.19,1.3212945590994372
